2.228	4.110	9.429	2.241	4.105	9.581	0.248	1.799
2.229	4.110	-25.755	2.221	4.109	-14.993	0.428	1.800
2.882	4.117	-25.771	2.221	4.109	-14.993	0.428	1.800
3.069	4.074	-176.050	3.081	4.036	-176.765	0.645	3.099
3.070	4.071	167.393	3.061	4.080	167.569	0.408	3.104
5.242	6.300	-137.942	5.233	4.782	167.575	0.001	0.637
4.663	6.294	-86.962	4.668	6.279	-87.179	0.460	1.657
2.237	7.362	-11.530	2.243	7.360	-87.284	0.118	3.464
