1.756	-0.367	0.124	-0.009	2.971	0.001	4.048	3.969	1.177	0.000	3.126	0.000	2.228	4.110	0.165	26.0	0.248	1.799	2
1.752	0.394	0.124	-0.007	-2.917	-0.002	4.048	3.969	1.177	0.000	3.126	0.000	2.229	4.110	-0.450	26.0	0.428	1.800	2
1.752	0.394	0.124	-0.007	-2.917	-0.002	4.048	3.969	1.177	0.000	3.126	0.000	2.882	4.117	-0.450	26.0	0.428	1.800	2
3.050	-0.315	-0.448	0.035	3.060	0.003	0.121	3.929	0.600	0.000	-0.012	0.000	3.069	4.074	-3.073	32.0	0.645	3.099	2
3.019	0.565	-0.449	-0.099	-2.916	-0.003	0.121	3.929	0.600	0.000	-0.012	0.000	3.070	4.071	2.922	32.0	0.408	3.104	2
0.562	0.271	0.124	-0.000	-1.354	-0.001	4.694	4.546	1.180	0.000	1.571	0.000	5.242	6.300	-2.408	21.0	0.001	0.637	2
1.648	-0.124	0.124	0.004	3.127	0.001	4.694	4.546	1.180	0.000	1.571	0.000	4.663	6.294	-1.518	21.0	0.460	1.657	2
3.051	1.635	0.123	0.002	-1.618	-0.004	4.061	4.324	1.181	0.000	3.082	0.000	2.237	7.362	-0.201	25.0	0.118	3.464	2
